Unnamed: 0,19-01,19-02,19-03,19-04,19-05,19-06,19-07,19-08,19-09,19-10,19-11,19-12,20-01,20-02,20-03,20-04,20-05,20-06,20-07,20-08,20-09,20-10,20-11,20-12,21-01,21-02
ratings,45,100,36,,48,31,30,58,31,41,43,32,33,83,40,,,,60,,,61,,,66,
award,45,56,,70,46,97,42,67,45,37,49,54,60,67,73,,,96,66,63,,,,,,
newer,45,33,28,22,18,33,19,23,26,24,32,40,31,32,33,,,,,87,52,60,54,,43,
peculiar,45,,52,30,91,81,41,45,68,65,60,48,58,96,,,,,,,48,,,46,,
gaia,45,60,60,46,48,49,42,48,96,75,41,44,,73,71,,,,,,44,68,,,,
aidan,45,76,77,31,36,46,59,58,41,65,31,45,47,,37,,,,,,,34,83,,71,
venetia,45,36,28,38,61,33,33,30,40,32,34,38,69,65,34,,,,,27,,,,,,
overcome,45,,81,84,101,32,42,32,31,32,37,,52,,,,54,,,,59,,,,73,
kathi,45,37,29,39,48,33,42,30,25,23,34,34,33,29,52,,,,,,,,,,,
knocks,45,,,,,64,73,53,61,,,100,,96,,,,,,,,,,,,
century,45,88,59,59,42,24,24,54,38,24,27,36,61,36,35,,56,,59,74,48,32,71,80,62,
rugs,45,45,34,35,35,30,26,36,26,24,50,38,36,56,45,87,,,,52,50,,,,71,
snowed,45,52,,,,,,,,,,,,,86,,,,,,,,,,,
avoided,45,26,28,58,17,20,21,22,25,33,25,39,32,28,35,,64,,,44,69,34,50,94,,
roses,45,35,76,36,26,19,24,34,22,23,25,54,58,41,33,,,,100,46,66,,,,,
relocating,45,42,49,63,90,52,30,,40,46,49,44,95,29,68,48,,67,74,80,34,53,37,37,,52
contactless,45,,,38,62,54,99,45,38,57,40,52,62,32,61,,97,69,23,28,20,39,49,30,31,
emanuel,45,,,73,61,83,,77,100,75,51,,,78,,,,,,,,,,,,
cutting,45,59,31,23,33,28,28,26,22,22,48,33,31,23,60,90,90,65,,54,78,39,85,92,92,
inquire,45,,63,61,47,50,47,36,56,33,42,44,52,29,42,,,,,,,82,,89,,
akin,45,,72,53,48,58,32,,,54,96,61,46,,67,,,,,62,,,,,,
highlighted,45,52,46,52,29,46,24,41,23,29,38,34,37,31,,75,101,,,39,,,47,57,,91
comming,45,,,52,,71,,57,56,61,76,82,,52,96,,,,,,,,71,,,
foreigner,45,84,86,,,,50,53,46,47,,64,82,,81,,,,56,,,,61,98,,
iris,45,,,,99,93,65,44,33,42,40,49,97,85,,,,,38,,,,,,,
eerke,45,30,39,46,58,34,49,33,36,33,34,45,74,,52,,,,,,,,,,,
anh,45,,31,74,,48,77,40,,36,57,80,71,53,83,,,,,,,,,,,
lisber,45,77,29,46,41,49,25,41,41,58,29,56,,27,,,,,,,,,,,,
license,45,42,80,37,54,40,28,49,65,49,42,34,94,41,58,,,,,95,41,68,44,,98,
yotam,45,37,82,35,,41,50,77,,73,,,,47,,,,,,,,,,,,
호스트분이,45,,,66,,92,69,,,,,,35,69,,,,,,,,,,,,
hiten,45,44,27,78,36,31,25,26,36,30,51,,54,27,72,,,,81,34,34,40,37,,66,
climate,45,52,47,32,66,34,29,56,52,32,52,45,69,,34,77,90,,31,84,50,39,39,28,82,
disagree,45,53,83,100,33,46,,,,,,54,,,89,,,,,,,,,,,
sagging,45,,75,99,49,62,44,56,,,58,86,58,,,,,,,,,,,,,
hillary,45,,,,,,79,55,44,53,,29,,,,,,,,69,75,,60,,,
bouncy,45,,70,,,53,,61,39,,94,51,88,,,,,,,,,,,,,
dafy,45,,,43,59,,79,41,,,,,,37,,,,,,,,,,,,
formidable,45,48,50,55,74,45,54,76,,56,91,95,,,90,,,,,,,,,,,
feltham,45,,,61,99,33,61,48,34,32,76,47,82,92,,,,,,,,,,,,
expected-,45,91,73,63,52,54,51,51,,55,85,,,86,,,,,,,,,,80,,
cbd,45,82,,85,51,25,33,55,36,81,45,90,38,,60,,,,,,,,,,,
15-min,45,,,61,84,57,,51,44,,83,49,,,,,,,,66,,72,,,,
kareem,45,,,79,,,52,,61,,78,81,81,,,,,,,,,,,,,
rim,45,33,39,39,,33,52,,61,61,48,,54,,,,,,,,81,,,,,
mouses,45,72,90,51,53,,63,79,,,,,,,,,,,,,,,,,,
vendors,45,28,33,24,34,21,30,26,28,42,45,42,31,43,50,72,,,,81,,,,,,
trouble-free,45,,48,,56,81,47,62,48,69,85,,90,60,,,,,,,,,,,,
neighborhood-,45,,71,,54,77,86,68,53,77,58,60,93,,83,,,,,,,,,,,
chalet,45,89,90,34,35,101,55,72,98,42,51,28,,76,95,,,,,57,62,,,,,
집이,45,56,49,77,66,39,37,81,76,39,57,53,41,50,53,,,,,,,,,,,
lorinka,45,67,,,35,,49,54,54,,,90,,,65,,78,,,,,,,,,
interacting,45,40,46,32,53,45,27,40,56,39,27,33,33,73,72,,,,,66,53,51,,75,75,89
react,45,70,42,45,40,41,28,40,32,48,42,28,51,79,,,68,,,,,,,,,101
cleared,45,39,41,23,52,24,29,19,20,30,58,27,31,85,36,,,,49,,100,,,57,63,
operating,45,65,51,49,34,32,40,26,24,21,31,37,22,28,97,90,,,,50,39,85,,33,69,
elise,45,78,58,26,49,37,41,32,86,40,28,,59,71,,74,,,,83,66,,74,,,
self-service,46,54,36,52,33,,76,95,29,66,,,73,,,,,,70,,,,,,,
banging,46,27,21,27,22,20,15,24,19,19,17,18,22,20,24,49,45,43,26,50,22,24,53,39,33,
admire,46,39,65,46,40,32,43,40,39,40,44,61,31,52,51,,,,51,46,,,44,79,100,
susana,46,82,41,53,26,43,60,42,36,89,58,76,86,54,70,,,,,,,44,,,,
respectable,46,71,52,36,26,30,38,97,34,44,31,77,79,81,39,,,,,,,50,,98,63,
rené,46,38,46,,33,80,79,59,,58,95,45,,74,53,,,,,,,,,,,
hoster,46,31,28,45,40,25,36,33,20,23,20,38,27,31,99,,80,,,50,85,52,,47,,
detached,46,56,41,40,36,45,49,38,26,25,33,27,27,29,62,54,,,51,66,,50,51,,,
jayne,46,89,25,20,24,16,15,27,21,17,29,35,25,21,26,69,,,48,35,31,52,74,58,,
artificial,46,38,,47,46,,63,92,100,48,85,85,64,99,,,,,,71,55,,,,91,
2+,46,,89,56,48,43,55,46,73,96,,39,,80,,,53,,,,95,96,74,,,
jetlag,46,77,41,75,35,35,48,48,32,,92,35,49,63,,,,,,,,,,,81,
definatly,46,36,45,34,34,38,40,99,29,34,46,42,58,36,41,94,,,100,,,51,57,,,
carina,46,,,45,32,98,38,65,93,33,46,48,,,59,,,,,,,,,,,
heats,46,57,25,,61,35,39,61,59,36,87,59,46,66,34,54,,,,,,,,,,
hostels,46,25,24,26,27,23,20,24,22,21,18,22,22,23,35,,,,,,,55,,,,
gps,46,61,36,33,64,26,63,23,58,32,51,51,59,73,98,,,,,,,,59,,,
boarding,46,28,26,26,20,31,18,23,23,28,35,33,,34,41,53,,,67,,,53,92,83,,
cooler,46,35,27,25,25,18,12,15,23,22,28,47,29,86,30,,,75,37,55,45,46,,85,87,86
detectors,46,92,61,54,62,38,66,91,45,62,45,88,,79,97,,,,,,,,,,48,
demand,46,35,37,38,29,20,32,25,29,22,30,24,61,55,31,,,,76,90,69,88,,74,52,
sheila,46,31,74,40,22,21,22,51,25,36,24,48,31,50,27,,,,,,88,70,,,98,
everithing,46,32,40,44,38,72,95,66,44,30,49,69,58,55,83,,,,,,96,,,,,
recovering,46,53,97,,79,30,34,64,99,67,,100,79,43,,,,,,,,,,,93,
telephone,46,85,36,37,61,27,44,30,39,33,54,27,92,54,45,85,,,68,76,92,64,56,81,,
backpacker,46,,95,80,32,83,44,39,29,36,81,47,,55,,,,,,,,,,,,
yas,46,80,76,44,46,30,40,78,40,45,50,,,68,,,,,,,,,69,68,,
client,46,46,58,39,59,36,47,40,28,28,47,62,30,25,38,72,,,73,53,,99,,58,70,
seal,46,47,,42,71,65,33,31,46,27,34,40,25,78,52,,,,,,,,,43,,55
dem,46,45,,25,59,46,40,32,36,36,79,,75,38,36,,,80,66,,,,,67,,
ms,46,99,48,44,41,23,34,25,57,24,46,53,,55,84,,,,,69,52,76,,,,
teenager,46,31,45,24,92,20,27,27,41,27,58,44,86,31,36,,,,,,74,,,,,90
audible,46,32,53,29,24,27,29,33,49,28,22,24,43,37,51,,,,57,63,39,61,,,52,
eldest,46,57,,51,79,92,91,,,,,76,,,,,,,,,69,84,,,,
fines,46,78,79,,69,50,66,,92,88,48,74,,57,53,,,,,,,,,,,
feather,46,28,45,34,43,25,54,42,22,21,52,32,47,24,63,57,,,,,74,64,62,,,
humid,46,40,39,45,23,15,14,21,16,20,36,40,24,38,36,,90,73,,87,,,96,,,
kris,46,24,22,19,23,21,19,20,22,22,20,21,26,20,39,41,,,81,38,44,,40,,,
70,46,40,32,30,21,25,22,26,21,25,33,27,45,30,41,,,,69,72,,,95,,,
ports,46,26,40,26,24,25,28,30,24,32,26,33,53,37,37,,,,61,41,96,,,71,,72
faucet,46,40,31,28,29,19,19,20,14,24,37,20,20,43,22,,,,,,,,,,,
wonky,46,55,34,93,43,42,36,36,38,32,,92,55,,68,,,,,,,,,,,
tasha,46,45,28,45,26,27,41,28,28,40,45,61,,44,,,69,,,,66,,,,,
anchor,46,56,60,57,54,,48,67,59,,,57,,68,,,,,,,,,,,,
saucepans,46,71,,,44,96,42,43,55,42,41,46,41,100,91,,,,,,100,47,80,65,92,
pre-booking,46,,,,,38,100,54,93,84,80,,,68,95,,,,,,80,,80,69,,
defenitly,46,74,,31,38,62,91,,56,50,42,,,,82,,,,55,,,,,,86,
thirty,46,53,34,43,48,35,50,51,38,47,62,50,37,92,,,,,,59,,,,,,
gianluca,46,57,27,48,17,25,48,30,36,25,42,35,37,47,,48,,,,,79,,48,,,
nataliya,46,55,22,,28,25,22,41,51,23,32,,44,96,31,,,,,49,,,,,,
content,46,36,38,38,22,27,26,26,26,26,42,36,46,42,40,,,,,,65,55,,54,76,
electrician,46,50,60,63,92,,50,26,35,23,56,46,46,30,60,81,,,,98,49,,,44,,
coughing,46,82,39,46,,59,38,60,33,61,78,73,60,76,54,,,,,,,,59,,,
width,46,,,,70,66,81,52,,34,31,72,56,,61,,,,,99,,,,,,
amsterdam,46,39,,94,34,61,40,43,65,45,55,84,,98,88,,,,70,,,,,,,
ending,46,,43,39,38,30,20,31,32,29,29,30,42,57,43,,,,,87,,43,,,64,
questionable,46,60,48,83,27,25,21,50,27,25,41,25,70,34,54,,,,,,,80,,,73,
noodles,46,84,81,59,44,42,38,80,35,72,46,57,60,84,,,,,82,94,,,,58,,
businesses,46,33,24,26,20,17,23,18,21,27,21,31,29,28,34,,100,,,46,63,,58,,65,
february,46,8,17,,60,39,60,90,,,72,,48,6,15,,93,92,80,,,,,,,
anwar,46,56,59,35,26,50,34,33,28,29,39,35,27,34,,,44,,,,,,,,,
outsourced,46,,72,,,33,80,54,37,70,,38,,,,,,,,75,,72,92,,,
annoyed,46,29,26,26,25,23,24,24,25,19,21,23,30,29,33,,,,,57,28,58,49,96,46,
hiccups,46,44,38,27,20,28,31,23,18,16,34,28,24,36,23,,88,71,61,,85,24,37,,27,
irena,46,89,50,36,31,23,38,52,28,33,48,49,36,35,62,78,,,,72,,,49,59,57,
towpath,46,,32,49,34,32,35,37,27,31,37,76,,,73,69,,,,78,,61,,,,
naveed,46,,31,23,26,38,32,33,42,38,70,50,40,45,37,,77,,,43,,,,,,
quality-price,46,60,32,45,57,31,91,40,49,37,77,28,36,33,80,,,,,,,96,68,,,
phon,46,,,,73,,,80,,,94,,,,,,,,,,,,,,,
mattered,46,53,37,63,58,39,84,44,96,,67,42,99,51,69,,,,,,,,49,95,,
moves,46,94,37,47,,32,36,50,33,29,34,21,40,83,39,66,,67,,,89,86,43,39,55,
chances,46,,58,35,58,65,35,41,88,34,39,42,37,47,,87,100,,,,,,,,,
discounted,46,,50,83,41,44,50,,48,49,,63,77,48,47,,83,,,89,54,72,84,,,
dire,46,53,39,57,39,43,55,56,65,33,61,41,56,96,79,,,,82,,,,,93,76,
prevented,46,78,34,34,64,37,31,29,31,32,36,99,55,34,45,,,92,90,,,43,,79,73,
oddly,46,60,91,40,31,31,46,33,39,92,97,,39,38,51,,,,,,,,,,,
killer,46,45,23,42,22,31,31,38,31,24,57,41,44,32,38,56,,,,,,,73,87,,
chuks,46,80,59,,,61,81,80,,,,,,,,,,,,,,,,,,
convinience,46,50,94,58,43,46,97,85,68,74,91,70,71,53,,,,,,70,,,,,,
allison,46,29,25,18,23,27,15,18,27,24,31,47,24,91,28,,,,,61,56,,,64,32,
chrys,46,,47,40,30,38,81,41,,41,,,,,,,,,,,,,,,,
amelie,46,60,89,35,24,24,19,76,25,41,48,47,82,39,,,,,,,53,,,,,
jos,46,90,93,28,32,33,94,47,74,50,64,,,58,57,82,,,,,56,77,86,74,74,
zee,46,78,28,41,30,43,24,48,91,23,21,31,61,46,37,,,,,,56,83,,,,
wires,46,52,32,49,62,26,24,33,31,25,27,26,47,22,58,69,,,,,43,63,,,,
circuit,46,99,99,56,,31,51,36,37,100,67,63,,78,95,,,,,,,98,,,92,
shift,46,50,60,62,42,32,40,38,29,37,36,31,,98,78,,,,,68,74,,40,,36,65
afzaa,46,45,47,97,50,66,38,37,,87,,,,,,,,,,,,,,,,
15/20,46,34,29,28,40,35,35,63,29,34,36,39,42,49,,,,,,49,,82,91,,,
georgi,46,,59,,,62,29,80,62,48,,,,,,,,,,,,,,,,
ironed,46,58,37,34,35,47,39,56,22,34,33,56,32,,72,,68,91,55,81,49,91,,,,
anniversary,46,99,37,29,32,25,21,23,29,19,18,27,69,32,35,,,98,93,23,38,30,,20,82,
rosalba,46,81,,59,,43,61,,,59,80,,76,,,,,,,,,,,,,
planet,46,44,35,64,51,43,34,37,35,38,29,82,40,32,49,,,,74,,45,76,80,58,,
entails,46,,93,,,,,68,66,,,,,52,66,,,,,,,,,93,,
hell,46,44,57,38,42,35,24,51,35,47,31,40,38,36,26,,,,,75,,,99,72,37,
pluses,46,61,76,38,48,31,39,22,46,27,38,38,51,87,39,,,,78,,95,,90,,,
personalities,46,42,55,,59,37,58,99,68,72,,,73,,,,,,,,,,81,,,
rosemary,46,22,21,18,18,15,18,25,17,24,16,23,38,31,,,,,63,67,58,43,90,38,,
molto,46,52,48,73,23,36,33,,25,65,29,61,39,69,,,,,,,,,,,,
ci,46,42,94,35,26,43,57,90,28,33,,86,91,69,,,,,,,,,,,,
sono,46,,39,61,78,83,75,,30,43,,,96,,,,,,,,,,,,,
problema,46,76,,65,85,,,,70,57,,97,81,62,41,,,,,,,,,,,
perché,46,,,,,,,,,80,49,,,,,,,,,,,,,,,
emiliano,46,56,81,47,82,62,27,37,30,23,39,23,25,21,54,,,,,,51,71,,69,,
inspect,46,85,94,63,78,97,48,57,95,43,58,72,,,85,,99,,52,82,88,98,,89,,
firmly,46,100,94,47,63,,48,,62,58,,61,79,74,,,,,93,97,,,,84,88,
roma,46,,96,,36,27,47,65,27,28,,71,36,69,41,,,,,56,56,,40,79,80,
desley,46,,68,52,27,30,39,86,,59,85,,,81,,57,,,,,,,,,,50
#NAME?,46,38,44,63,93,40,51,39,46,32,,47,56,29,77,,,,,43,100,,54,,91,
greenery,46,41,23,25,17,17,15,21,17,20,32,23,23,32,33,,44,98,39,18,19,39,30,32,78,
mediocre,46,55,79,44,47,42,37,36,41,29,64,29,35,59,59,,,,,,,82,66,,,
cordial,46,35,25,26,26,21,21,27,21,26,29,35,28,40,51,63,63,,,90,70,52,64,,88,
merelda,46,,,82,41,43,61,49,41,48,81,57,77,55,,,,,,,72,,,,,
minimalistic,46,25,37,35,23,32,28,22,26,24,40,37,30,33,35,,,,,92,,91,,55,,
observation,46,74,,47,45,74,54,83,76,33,56,,70,84,48,,,,,,,60,,,,
lianne,46,81,96,63,50,92,,,,,,,,,,,,,,,,,,,,
brill,46,,33,37,34,46,40,48,47,35,33,32,,41,,,,,64,79,44,57,,,81,
issued,46,97,50,33,41,89,30,63,49,47,51,47,,59,37,,47,,52,,44,47,96,,,
ruislip,46,43,,56,,94,41,35,46,36,,55,90,,,,,,,,,,,,,
zhuoli,46,38,84,35,84,62,62,51,51,,81,,,,77,,,,,56,,,,,,
enclosed,46,55,43,33,32,29,20,25,17,30,52,30,28,36,59,,,92,43,42,57,,80,51,52,
nana,46,59,24,20,34,19,39,29,48,45,59,,35,40,33,69,,,,,72,52,,,35,
anche,46,,,45,27,56,,,50,50,49,,,69,,,,,,,,,,,,
suprise,46,,,62,,60,,60,63,53,47,61,50,52,,,,,,,,,,,,
matrass,46,,58,,,89,,47,,55,,57,84,62,,,,,,,,,,,,
install,46,100,86,34,32,37,33,23,29,26,39,34,31,,50,,72,,,69,,,,93,89,84
flag,46,61,35,28,30,32,35,35,32,24,39,35,92,55,,,,,98,100,,73,,97,95,73
figuring,46,43,28,27,20,22,25,26,22,21,29,32,33,33,39,,,,,,,,,,,
whatnot,46,64,69,,58,46,71,81,73,59,50,45,75,,,,80,,,,,,98,,,
#NAME?,46,81,96,60,85,51,86,41,48,48,,88,77,45,100,,,,,72,,93,,,95,
maximise,46,50,62,,,85,78,45,45,,66,51,61,61,,,,,,,,52,,,93,
bedrooms/bathrooms,46,,,,,,,101,59,89,,,,69,,,,,,,,,,,,
bagel,46,54,45,30,61,50,29,37,37,58,28,38,38,41,38,,,,,94,80,,,,,
ellen,46,61,44,26,25,21,24,26,20,18,24,33,37,78,34,,,,59,,57,32,,37,63,
4-night,46,48,,,31,44,66,40,54,57,,63,53,83,74,,,,,,,,,,,
absolutelly,46,,83,,,73,,,89,86,,,95,,74,,,,,,,,,,,
headphones,46,55,54,24,31,29,53,35,26,33,44,26,47,31,,,,,76,65,97,,,93,74,
shubhra,46,61,48,35,64,34,62,,48,37,,46,45,,54,,,,,,,,,,,
pearl,46,54,38,,33,62,32,25,31,59,36,64,60,41,36,,,,,71,,,,,,
reckon,46,91,,,,56,95,50,57,36,45,52,55,,,,,,,,54,,,,,54
unavoidable,46,,58,36,32,41,35,28,43,48,75,57,73,54,51,,,,,,,,77,93,,
marts,46,42,43,57,34,33,59,39,93,28,80,30,50,96,,,,,,,,,,,,
hass,46,,82,,66,,62,,60,51,100,,,,,,,,,,,,,,,
pile,46,53,58,44,28,62,37,40,22,33,56,63,51,29,49,,,,,39,,,,75,,
july,46,,52,32,36,68,5,19,91,33,81,42,,86,96,,,,18,41,81,,,,61,
tubestation,46,94,,31,61,62,39,43,53,38,44,72,,96,68,,,,,,,,,,,
oranges,46,,,,76,76,,,,77,73,,,69,,,,,,,,,,,,
jolanta,46,74,31,59,61,31,20,26,30,25,29,46,,,,,,,,,,,,,,
proving,46,,59,,78,45,77,53,44,65,,,82,97,51,,,,,,54,,,,100,
plays,46,64,27,56,29,25,32,35,22,25,27,22,28,53,30,,,,92,,59,,64,,73,
falsely,46,,94,88,61,99,,38,90,46,,37,57,32,53,,,,55,42,99,43,,59,98,
tunnel,46,35,36,33,38,35,24,25,42,33,38,36,58,44,42,,,,,42,96,,,,,
cracking,46,32,28,22,26,61,22,24,23,24,28,24,32,34,65,61,,,,48,43,45,68,,,
defective,46,,,,,63,,,37,42,,91,83,82,,,,,,,,,,,,
fc,46,35,43,62,48,39,40,48,89,45,54,43,46,33,35,,,,,,,,,,,
insects,46,,76,99,34,25,21,24,27,30,34,71,61,45,79,91,,,34,84,,59,,,,
rep,46,73,98,93,100,50,36,78,59,36,71,,68,88,,,,,,89,,100,,56,60,
from/to,46,60,73,35,43,37,40,41,41,35,37,33,24,45,54,,,,,,,89,,,,
compensate,46,56,81,34,24,28,24,56,25,33,55,32,31,46,57,66,87,,,48,48,84,,,,
veranda,46,50,63,32,41,37,60,29,47,65,79,76,54,,,,,,76,56,,63,,,,
nb,46,68,47,73,48,,58,43,,66,39,,57,43,91,,,,,,,89,71,,,
doyin,46,38,35,47,33,34,37,42,,42,35,34,78,56,,,,,,,,,,,,
susi,46,54,35,35,41,62,42,49,76,56,,65,71,,,,,,,,,,,,,
stephens,46,43,33,44,34,30,42,31,29,37,57,34,34,,56,83,,47,,55,36,,,38,,
steph,46,50,31,31,48,18,26,20,37,28,36,34,35,56,26,50,,55,21,94,21,51,71,,,
rowdy,46,30,77,32,40,37,30,25,27,27,31,34,41,83,47,,,,,,91,,,,63,
heartedly,46,62,71,81,29,48,40,37,39,32,82,71,79,40,52,58,,,,,85,,48,,,
gamini,46,83,,47,,62,62,49,49,37,35,58,38,,,,,,,,,,,,,
fiance,46,,46,40,83,40,48,44,32,44,53,91,24,58,93,,,,71,71,,89,97,,70,
sumptuous,46,51,,33,34,55,44,38,41,44,81,44,71,37,84,,,,,70,87,,,90,,
laying,46,35,28,40,25,26,21,22,23,23,54,29,75,41,26,,101,,56,,,,,79,70,
sealed,46,28,52,47,50,24,30,38,33,62,92,33,34,44,72,,,,,95,,,,,,
blowing,47,52,,37,40,35,43,32,47,41,63,41,38,26,45,,,,,,,,,,100,
inflexible,47,,43,38,68,63,64,84,55,37,64,93,62,38,43,,,,,,73,,,,,
"1,5",47,,69,69,63,49,42,64,62,47,41,,60,34,70,,,,,85,,53,,,,
annina,47,30,29,48,33,73,62,,30,37,,,,,,,,,,,,,,,,
shona,47,58,60,32,41,31,27,30,82,60,82,58,78,56,37,,,,,,,,,,,
rima,47,29,43,24,29,36,46,54,45,39,,42,42,,,,,,,47,,,,37,,
josue,47,58,29,29,28,38,84,61,33,33,29,46,,45,77,,,,,,,,,,,
transaction,47,57,63,96,,63,,45,48,28,37,83,,,,,,,81,,90,,,,,
freshener,47,36,38,39,65,36,26,32,30,29,37,34,61,86,67,,,95,,76,70,89,63,,,
amusing,47,54,,,44,74,,60,38,59,49,59,,90,,97,,,,,,,,,,
scenery,47,35,31,30,28,22,23,22,17,21,34,24,33,21,29,46,,81,49,30,29,32,,23,55,
fl,47,,,75,56,,,53,53,97,92,,67,87,,,,,67,,,,,,,
pee,47,56,60,99,63,38,37,49,40,28,28,25,38,59,43,,,,,,,98,,,,
ruch,47,58,47,,,,,,,80,,,,,,,,,,,,,,,,
£30,47,39,30,60,34,66,25,33,41,37,68,25,50,32,49,,,,95,,81,27,101,88,81,45
price-performance,47,31,32,55,51,42,36,65,41,35,47,36,56,42,59,,,,,,,,82,,,
partying,47,23,29,28,20,21,27,18,19,18,27,33,29,43,26,,,,,,69,89,,,88,
hiang,47,84,,,,63,95,,92,,,,45,78,,,,,,46,,,,,,
in-,47,,78,55,32,39,42,63,41,29,29,92,62,74,,,,,,,68,,,,,
gonz,47,,85,85,,51,,,,,,,,,,,,,,,,,,,,
cary,47,22,60,29,28,27,36,28,37,25,26,26,,56,77,,,,47,,53,82,66,,,
11:00,47,75,93,47,46,75,35,32,30,32,85,73,51,60,95,,,,,83,,,,,,
gabriele,47,,98,31,55,43,65,83,37,,50,,84,65,82,,,,,,,61,,,,
bathroom/toilet,47,42,24,44,38,36,29,33,26,44,33,33,61,62,45,,,,100,,,,,,,
sharma,47,30,47,35,33,29,37,83,49,81,,80,,,,,,,,,,,,,,
stevens,47,,38,76,65,,63,100,57,56,87,43,73,86,65,,,,,,,67,,,82,
bandana,47,85,,86,62,,84,,83,80,,80,,,,,,,,,,,72,,,
generations,47,,52,45,56,33,27,41,78,86,,46,60,61,,,,,,,,,,,,
holy,47,,70,62,37,50,51,,,43,,49,,,,,,,,,,,,,,
tag,47,93,52,50,46,30,31,69,36,36,80,35,36,37,48,,,,,,55,48,,,,59
saad,47,,,86,,,43,42,,80,47,46,57,58,,,,,,,,,,,,
pink,47,99,95,38,35,22,25,34,34,49,43,41,49,36,33,,69,,,97,92,48,,65,66,
sub,47,26,37,30,55,27,30,32,26,28,44,39,33,53,70,,,,,69,,89,,,,
pineapple,47,73,42,49,59,50,61,34,,71,99,96,,73,100,,,,63,,49,,,,,
nightjar,47,92,,,,,,76,76,,57,74,,,,,,,,,,,,,,
occur,47,54,47,31,48,22,41,55,39,39,39,34,32,55,43,,,,,,,101,,43,,
settings,47,38,28,34,36,25,41,65,29,47,32,26,37,30,45,,,37,100,66,,,,81,,37
vehicles,47,34,38,47,34,33,30,30,28,21,34,60,43,84,71,75,,66,51,58,,,,96,,
we´ve,47,,,,,,62,,96,,,76,,,68,,,,,,,,,,,
spike,47,,40,40,49,63,,61,32,37,41,80,,,,,,,99,53,,,,,,
lodge,47,19,21,18,24,24,17,20,16,24,15,15,22,23,27,33,63,,80,87,71,28,84,,31,
tee,47,23,21,95,20,40,29,26,21,22,25,15,18,25,20,,,,,30,97,35,,,,57
candies,47,50,47,58,62,54,41,76,,64,51,26,86,54,41,,,,99,,,,,,,
nuisance,47,53,27,39,22,33,36,41,25,29,34,28,33,60,99,,,,89,75,50,,,67,36,
pond,47,59,29,23,31,28,27,21,23,31,71,65,40,48,46,,,,71,36,93,75,,74,66,
handwritten,47,92,76,,48,61,35,88,,47,50,74,49,64,,,,,67,,,66,,,,
gosia,47,86,,67,92,34,37,50,33,42,48,40,84,56,49,,,,,78,,,,,,
policies,47,,39,,,33,58,59,100,,96,93,,59,36,,,,,67,,55,34,44,,
risham,47,46,,61,86,,,,,,,,,,,,,,,,,,,,,
harm,47,88,93,63,,46,46,55,46,77,78,94,62,73,,,,,,,,58,,,,
postcode,47,47,78,61,65,40,61,,50,31,30,44,38,46,35,66,,,,63,81,,44,92,101,
eudora,47,86,,61,86,63,,62,,81,60,46,,79,,,,,71,53,75,30,,,,
superbe,47,95,60,52,72,55,60,63,,56,41,88,38,,,,,,,,,,,,,
announced,47,90,38,27,30,25,28,29,54,34,35,42,27,33,27,36,,85,,88,,,34,37,32,
rae,47,86,42,61,34,30,50,20,63,63,30,22,49,34,57,22,46,,,74,75,,,71,,
pihana,47,,,73,,,,,,73,,,80,79,,,,,,,,,,,,
clark,47,,47,,,73,,67,,,,,,,,,,,,,,,,,,
method,47,59,51,53,32,36,29,39,35,28,34,45,31,42,,97,,,,,96,98,,,,98
take-away,47,,55,36,43,45,54,51,44,39,,31,38,43,57,,71,,93,95,97,,80,,45,
committed,47,47,38,46,50,48,32,39,41,45,59,39,63,37,34,93,,,73,,51,41,,47,,
8,47,37,44,28,45,23,22,22,26,27,37,26,54,39,33,,,,,88,35,,68,,79,
entryway,47,100,57,26,35,32,50,44,62,32,59,42,30,54,60,,,,99,71,,68,,,,
hadja,47,,87,32,36,86,85,,,49,60,59,45,,,,,,,,,,,,,
kong,47,46,42,35,23,27,27,33,65,33,56,39,41,,56,53,,87,,,90,55,,83,,
abe,47,59,,,64,,,,,84,,,83,,,,,,,,,,,,,
picks,47,39,49,53,100,40,91,34,66,58,55,61,52,,58,,,,,100,,82,,,,
thumb,47,100,,,76,46,92,56,52,86,,,,100,,,,,,,,,,,,
supreme,47,,99,,60,44,69,45,,95,92,,58,,87,,,,,,,,68,,,
disaster,47,25,36,22,36,24,30,27,21,21,44,28,37,23,92,,,,95,54,81,77,,56,71,
arrogant,47,55,75,,64,98,55,65,38,78,75,,,87,44,,,,,,,,,,100,
attempts,47,40,57,47,35,37,25,26,27,19,35,31,23,30,26,47,,,71,57,79,58,82,88,68,
ins,47,27,27,29,24,26,27,35,22,22,27,46,36,52,30,,82,,,,,,69,87,,
ya,47,97,,49,36,40,30,50,47,34,33,32,48,34,41,,,,,63,,,,,,
mishap,47,99,67,54,33,34,32,41,30,42,62,63,73,53,,,,,,58,,100,,,,
accuracy,47,44,23,23,21,32,24,24,24,28,56,32,24,52,34,99,,,,43,42,66,70,,,
kieran,47,41,35,23,18,26,23,65,26,31,31,23,30,30,56,62,42,,27,,,92,,,,
copy,47,56,30,42,39,43,30,36,36,30,39,45,29,36,41,,,,,,,81,59,,,
mohamed,47,58,29,47,42,29,34,41,62,59,52,47,80,44,75,,,,96,,,,,,87,
domino,47,,72,61,63,,51,85,60,59,79,,43,56,,,,,,,,,,,,
